link,price,year,mileage,title,fuel_type,gearbox,isPrivateSeller
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-pakiet-amg-premium-salon-pl-fv23-auto-frelik-bydgoszcz-ID6Gin0X.html,154 900,2023,19 800 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-163km-amgline-vat23-autoryzowany-salon-mercedes-benz-ID6GN13f.html,199 900,2024,15 000 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-pl-amg-line-kamera-advantage-ID6GRD9E.html,145 000,2023,38 135 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200d-amg-line-salon-polska-autotrade-mercedes-benz-ID6GYa5i.html,126 900,2020,67 200 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-amg-35-4-matic-7g-dct-ID6Gr5Y7.html,171 000,2020,52 000 km,Mercedes-Benz CLA AMG 35 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-220-4matic-amg-multibeam-led-asystent-martwego-pola-ID6GP0xB.html,220 034,2024,5 km,Mercedes-Benz CLA 220 4-Matic AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla200-coupe-163km-amg-premium-promocja-dostepny-od-reki-ID6GRNLy.html,190 500,2024,10 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla200-coupe-163km-amg-premium-promocja-dostepny-od-reki-ID6GRNLc.html,193 900,2024,8 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-45s-idealny-full-opcja-full-ppf-jedyny-taki-cesja-leasingu-ID6H3Vop.html,357 695,2023,28 456 km,Mercedes-Benz CLA AMG 45 S 4-Matic+ 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-220-4matic-coupe-204-km-amg-advanced-plus-dach-panoramiczn-distronic-ID6H9Pr6.html,230 000,2024,3 000 km,Mercedes-Benz CLA 220 mHEV 4-Matic AMG Line 8G-DCT,Hybryda,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-shooting-brake-advantage-1-3-136km-7g-dct-2022-r-salon-pl-f-a-vat-ID6H7gyA.html,125 900,2022,36 200 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-250-4matic-shooting-brake-mb-motors-piaseczno-ID6H8fyi.html,243 599,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-pakiet-amg-premium-plus-faktura-vat-23-emil-frey-select-ID6GSO6P.html,199 900,2024,16 697 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-business-solution-luxury-2020r-ele-fotele-z-pamiecia-kam-cof-ID6H8d7k.html,119 900,2020,111 691 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-shooting-brake-pamiec-foteli-multibeam-led-faktura-vat23-ID6GSEVc.html,149 900,2024,8 070 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-amg-premium-demo-vat23-ID6GLdli.html,196 600,2024,1 482 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla200-amg-premium-salonpl-i-wl-multibeam-vat23-ID6GyEB8.html,169 500,2023,10 986 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-amg-line-ID6H6Ytn.html,198 500,2024,6 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-shooting-brake-2020r-f-vat-23-bezwypadkowy-gwarancja-prze-ID6H80AK.html,109 900,2020,124 654 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-250-progressive-ID6H6Ogk.html,149 000,2021,61 823 km,Mercedes-Benz CLA 250 4-Matic Progressive 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-220-4matic-amg-line-ID6GX5SJ.html,252 000,2024,4 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-shooting-brake-mb-motors-piaseczno-ID6GQI30.html,187 899,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-220-4matic-coupe-204-km-amg-advanced-plus-dach-panoramiczny-distroni-ID6H3v3C.html,216 000,2024,9 500 km,Mercedes-Benz CLA 220 mHEV 4-Matic AMG Line 8G-DCT,Hybryda,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-amg-line-salon-polska-autotrade-mercedes-benz-ID6H6rJ0.html,134 900,2020,115 796 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-sliczny-200d-full-led-pol-skory-kamera-alu-navi-pdc-chrom-full-aso-20-ID6HbvJ4.html,106 000,2020,157 000 km,Mercedes-Benz CLA 200 d 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-amg-lifting-keyless-night-pl-fv23-ID6GVrGa.html,179 900,2024,18 874 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-2-0-190km-automat-4matic-2020-r-salon-pl-navi-przebieg-39tys-km-ID6H8TJS.html,146 900,2020,39 200 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-jak-nowy-salon-polska-pierwszy-wlasciciel-niska-rata-ID6HbvBJ.html,205 583,2023,50 km,Mercedes-Benz CLA 200 d Progressive 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-pakiet-amg-fv-marza-led-night-burmester-panorama-keyless-kameraambient-ID6Hbvjm.html,159 900,2024,17 709 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-polroczny-radary-ID6GOiKj.html,169 900,2024,4 799 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-slon-polska-bezwypadkowy-amg-faktura-vat-ID6HbwCZ.html,129 999,2021,50 000 km,Mercedes-Benz CLA 180 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-wyprzedaz-rocznika-2024-rabat-od-reki-ID6HaqHE.html,203 449,2024,5 km,Mercedes-Benz CLA 200 4-Matic AMG Line 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-avantgarde-wyprzedaz-rocznika-2024-mega-okazja-ID6GKuR4.html,190 900,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6Haq9j.html,128 900,2022,45 568 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-180-shooting-brake-amg-line-wyprzedaz-rocznika-2024-mb-motors-ID6H4rgk.html,189 900,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-coupe-ID6Hapc1.html,207 500,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-shooting-brake-ID6Hap4a.html,213 300,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla200-4matic-amg-led-panorama-night-ambient-keylessgo-kameracofania-ID6HaoVO.html,149 900,2021,58 461 km,Mercedes-Benz CLA 200 4-Matic AMG Line 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-amg-163-km-kamera-360-keyless-go-salon-polska-ID6GNKX1.html,149 900,2022,77 032 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-shooting-brake-amg-pakiet-night-salon-polska-ID6GST3Z.html,169 900,2022,37 500 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H7e1h.html,196 900,2023,19 111 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-fv23-gwarancja-serwisowa-cla-250-102-357-netto-ID6GP0R5.html,109 899,2020,148 271 km,Mercedes-Benz CLA 250 Progressive 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6Haohy.html,165 900,2022,37 412 km,Mercedes-Benz CLA 250 4-Matic AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H7dJu.html,239 900,2023,32 800 km,Mercedes-Benz CLA,Hybryda,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-coupe-ID6HanZJ.html,206 900,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-amg-cla-35-4matic-shooting-brake-polska-2021-ID6HbrSB.html,179 900,2021,38 342 km,Mercedes-Benz CLA AMG 35 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-stylizacja-amg-keyless-go-pakiet-night-ID6GLJdl.html,183 191,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-250e-amg-kamera-360-headup-panorama-keyless-multibeam-led-fv23-ID6FtpX9.html,189 900,2022,5 950 km,Mercedes-Benz CLA,Hybryda,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-shooting-brake-ID6HalRh.html,221 000,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-coupe-ID6HalPj.html,210 100,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6GY91R.html,173 900,2024,17 608 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-coupe-ID6HalBv.html,206 900,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H29ni.html,240 957,2024,1 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-amg-45-s-4-matic-8g-dct-shooting-brake-ID6GY398.html,223 000,2020,74 000 km,Mercedes-Benz CLA AMG 45 S 4Matic+ Shooting B AMG Speedsh 8G-D,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-bezwypadkowy-fv23-salonpl-gwarancja-mb-panorama-burmester-ID6H0XV0.html,217 777,2020,68 500 km,Mercedes-Benz CLA AMG 45 S 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-mb-motors-janki-ID6GyQ2w.html,230 899,2024,15 000 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-stylizacja-amg-keyless-go-pakiet-night-ID6GNduJ.html,183 191,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-amg-advanced-plus-od-reki-ID6H8Jai.html,170 647,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-cla-250-4-matic-amg-2020r-polski-salon-pierwszy-wlasciciel-ID6H9fSw.html,162 000,2020,98 000 km,Mercedes-Benz CLA 250 4-Matic AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-218km-pakiet-amg-premium-fv23-1-wlasciciel-salon-pl-aso-mercedes-benz-ID6H7FMT.html,244 900,2024,18 220 km,Mercedes-Benz CLA 250 e PHEV AMG Line 8G-DCT,Hybryda Plug-in,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-d-coup-ID6GXAst.html,119 900,2020,68 800 km,Mercedes-Benz CLA 200 d Progressive 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-180d-shooting-brake-2020-bezwypadkowy-udokumentowany-przebieg-ID6GJIPa.html,85 900,2020,216 643 km,Mercedes-Benz CLA 180 d Shooting Brake 7G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla45-s-amg-wkrotce-dostepny-mega-okazja-ID6Haj2v.html,279 700,2023,3 200 km,Mercedes-Benz CLA AMG 45 S 4-Matic+ 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-45-s-4matic-coupe-2021-421km-folia-ochronna-full-wersja-ID6H0MTo.html,280 000,2021,29 000 km,Mercedes-Benz CLA AMG 45 S 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-250e-coupe-ID6Haiyy.html,249 000,2024,1 km,Mercedes-Benz CLA,Hybryda,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-shooting-brake-ID6HaitJ.html,201 200,2024,20 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-180-promocyjny-leasing-pakiet-progressive-advanced-plus-ID6GJIuD.html,179 900,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-wyprzedaz-rocznika-2025-promocyjne-finansowanie-ID6H5hdf.html,199 900,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla35-amg-coupe-premium-plus-aero-plus-ID6HbpVu.html,266 500,2024,12 200 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6HbgqF.html,134 900,2020,58 500 km,Mercedes-Benz CLA 200 d Shooting Brake 8G-DCT AMG Line,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6HahtB.html,165 900,2022,37 412 km,Mercedes-Benz CLA 250 4-Matic AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-stylizacja-amg-head-up-kamera-360-fotele-amg-performance-ID6H49xG.html,293 204,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-automat-tylko-53tys-km-ambiente-full-led-skora-fv23-ID6H7aaA.html,124 900,2022,53 821 km,Mercedes-Benz CLA 200 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-163-km-2amg-salon-pl-fv-23-aso-niski-przebieg-ID6FZQaB.html,142 900,2022,17 300 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-250-4-matic-shottingbreak-na-gwarancji-do-2027-roku-ID6GT50h.html,153 000,2022,57 000 km,Mercedes-Benz CLA 250 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-220-4matic-pakiet-amg-faktura-vat-23-emil-frey-select-ID6Hag3r.html,199 900,2023,11 220 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-fv23-2024-pakiet-amg-gwarancja-niski-przebieg-premium-plus-ID6GOZjR.html,194 900,2024,11 164 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-amg-line-demo-wyprzedaz-ID6GOZaY.html,179 900,2023,5 000 km,Mercedes-Benz CLA 200 4-Matic AMG Line 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-automat-skora-navi-klimatronic-tempomat-parktronic-ID6HaeP0.html,90 000,2021,227 295 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-pakiet-amg-pakiet-night-premium-fv-23-ID6GOXvD.html,199 900,2024,10 557 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-radary-hybrid-plug-in-250e-8g-dct-218km-ID6GIJ6s.html,178 400,2024,5 800 km,Mercedes-Benz CLA 250 e PHEV 8G-DCT,Hybryda Plug-in,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-polroczny-radary-ID6GRfeD.html,157 400,2024,20 300 km,Mercedes-Benz CLA 200 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-fv23-gwarancja-serwisowa-73169-netto-ID6HblwX.html,89 998,2020,166 342 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-180-136km-shooting-brake-amg-panorama-voll-ID6HblmU.html,95 800,2021,176 853 km,Mercedes-Benz CLA 180 Shooting Brake AMG Line,Benzyna,Manualna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-180d-116km-7g-dct-amg-digital-tacho-hey-mercedes-voll-ID6HblkA.html,109 800,2021,178 185 km,Mercedes-Benz CLA 180 d 7G-DCT AMG Line,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-polroczny-radary-ID6GHt4L.html,154 900,2024,14 000 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-180-136km-shooting-brake-amg-panorama-ambiente-voll-ID6HblgY.html,108 800,2020,188 201 km,Mercedes-Benz CLA 180 Shooting Brake 7G-DCT AMG Line Advanced Plus,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-136km-benzyna-automat-ID6GV11L.html,129 900,2022,55 114 km,Mercedes-Benz CLA 180 Progressive 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-dostepny-od-reki-ID6Ha9jM.html,238 410,2024,1 km,Mercedes-Benz CLA 250 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6Ha7u5.html,138 000,2022,71 000 km,Mercedes-Benz CLA 250 Shooting Brake 7G-DCT AMG Line,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-dostepny-od-reki-ID6Ha93B.html,204 918,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-line-f-vat-salon-polska-gwarancja-ID6H1ZdA.html,145 900,2021,40 000 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-line-kamera-pamiec-ambiente-keyless-martwe-pole-fv23-ID6GpQuQ.html,219 900,2023,2 530 km,Mercedes-Benz CLA 200 mHEV AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-cla-na-gwarancji-producenta-do-2026-ID6GKhn9.html,109 500,2020,105 000 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-progressive-salon-polska-fv-23-ID6Ha7CM.html,149 900,2024,8 642 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-mb-motors-janki-ID6GqnZY.html,198 299,2023,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla200-amg-pakiet-fv23-ID6F2FdW.html,139 900,2021,83 867 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-advanced-plus-leasing-od-105-5-pakiet-kamer-360-ID6H2HS8.html,201 990,2024,5 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
