link,price,year,mileage,title,fuel_type,gearbox,isPrivateSeller
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-advanced-plus-night-multibeam-led-ID6H2HS9.html,200 484,2024,5 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-advanced-plus-leasing-od-105-5-ID6H2HWb.html,211 608,2024,5 km,Mercedes-Benz CLA 220 4-Matic AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-premium-leasing-od-105-5-pakiet-kamer-360-ID6H2I2a.html,210 829,2024,5 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-dach-panoramiczny-multibeam-led-keyless-go-kola-19-ID6H38Tx.html,189 999,2024,4 000 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-fv23-gwarancja-serwisowa-skora-89-430-netto-ID6H8kHJ.html,109 998,2022,149 993 km,Mercedes-Benz CLA 200 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6GKaGN.html,210 450,2024,10 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-1-3-163-km-salon-pl-1-wl-vat-23-kamera-360-ambiente-ID6H72Bo.html,147 598,2022,26 601 km,Mercedes-Benz CLA 200 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-fv23-gwarancja-serwisowa-73089-netto-ID6H6XVp.html,89 900,2021,189 843 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla200-od-dealera-fv23-z-polskiego-salonu-amg-line-pakiet-night-ID6H1XI2.html,184 900,2024,24 800 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-dach-panoramiczny-aktywny-tempomat-distronic-keyless-entry-ID6H7vc5.html,199 900,2024,10 956 km,Mercedes-Benz CLA 200 Progressive 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-night-keyless-go-eq-boost-mbux-ID6GJCQG.html,169 900,2023,33 020 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-advanced-plus-night-multibeam-demo-salon-pl-fv23-ID6GrawE.html,189 700,2024,16 500 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-fv23-mbux-tempomat-kamera-360-led-ambiente-keyless-go-ID6GgcTf.html,189 900,2023,15 400 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-163km-dostepny-od-reki-ID6H49Il.html,201 000,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H7ujl.html,169 887,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-d-demo-emil-frey-select-ID6GE9Sn.html,204 900,2024,29 000 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6Ha3L8.html,139 900,2022,29 480 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-salon-pl-bezwypadkowy-pierwszy-wlasciciel-ID6HbgNg.html,159 900,2023,37 288 km,Mercedes-Benz CLA 200 mHEV AMG Line 7G-DCT,Hybryda,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-shooting-brake-163km-dostepny-od-reki-ID6H5lt2.html,205 550,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla220-4matic-190km-pakiet-amg-premium-fv23-aso-mercedes-benz-ID6GXXB7.html,224 900,2024,14 240 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla200d-shooting-brake-od-dealera-fv23-z-polskiego-salonu-ID6H12e9.html,179 900,2023,14 700 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla200-od-dealera-fv23-z-polskiego-salonu-amg-line-pakiet-night-ID6H12gg.html,184 900,2024,16 600 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla200-od-dealera-fv23-z-polskiego-salonu-amg-line-pakiet-night-ID6H12fo.html,184 900,2024,20 300 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-d-2023-ID6GPv4z.html,189 900,2023,10 330 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-cla-45s-ID6H5ip8.html,221 400,2021,72 000 km,Mercedes-Benz CLA AMG 45 S 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-line-panorama-fv-23-aso-gwarancja-polski-salon-od-dealera-ID6GTW8g.html,199 900,2024,13 500 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-stylizacja-amg-keyless-go-kamera-cofania-ID6H7rTZ.html,194 135,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-fv23-gwarancja-serwisowa-amg-line-94-227-netto-ID6HbfE0.html,115 899,2020,179 991 km,Mercedes-Benz CLA 220 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-35-amg-4matic-2020r-306km-cesja-leasingu-ID6GGArg.html,220 000,2020,89 000 km,Mercedes-Benz CLA AMG 35 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-pakiet-amg-keyless-led-faktura-vat23-ID6H7rip.html,164 900,2023,39 140 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla180-amg-line-salon-pl-od-dealera-kamera-gwarancja-fv-vat23-ID6H7qUR.html,154 900,2023,13 700 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-shooting-brake-carplay-pakiet-night-faktura-vat23-ID6GOPW2.html,144 900,2023,23 913 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6Hbff1.html,179 900,2023,21 300 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H7q9p.html,194 331,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-250-e-phev-amg-line-8g-dct-na-gwarancji-do-11-09-2028-lub-200-tys-km-ID6H3u5N.html,179 000,2023,10 070 km,Mercedes-Benz CLA 250 e PHEV AMG Line 8G-DCT,Hybryda Plug-in,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200d-pakiet-amg-pakiet-night-premium-ID6H6hyU.html,194 900,2023,29 170 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-kamera-360multibeam-led-ID6GP0y1.html,203 661,2024,5 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-180-progressive-carplay-faktura-vat-23-emil-frey-select-ID6HbeC8.html,129 900,2022,36 000 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-fv23-gwarancja-serwisowa-shooting-brake-89-349-netto-ID6HbeB2.html,109 899,2020,99 556 km,Mercedes-Benz CLA 220 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-pakiet-amg-dach-panoramiczny-faktura-vat-23-emil-frey-select-ID6Hbevr.html,169 900,2023,17 282 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H9Y50.html,252 742,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-shooting-brake-salon-pl-kamera-keyless-go-fv-vat23-ID6H9XGf.html,174 900,2023,12 900 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-amg-cla-45-s-4matic-coupe-ID6H8qEb.html,245 000,2022,76 900 km,Mercedes-Benz CLA AMG 45 S 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-line-led-salonpl-1-wl-fv-23-gwarancja-dostawa-ID6H9kU4.html,137 900,2021,49 778 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,TRUE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-line-ambiente-led-salonpl-fv-23-gwarancja-dostawa-ID6H8qpP.html,122 900,2021,110 569 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-line-ambiente-led-salonpl-fv-23-gwarancja-dostawa-ID6H8qm1.html,135 900,2021,71 345 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H0yBW.html,238 405,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6GWX1i.html,223 827,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H0if8.html,247 037,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-amg-line-7g-dct-1-wlasciciel-salon-polska-fv-23-gwarancja-dost-ID6H7nP0.html,138 900,2021,38 743 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-pl-amg-line-kamera-advantage-ID6GTFMZ.html,145 000,2023,38 135 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-amg-gwarancja-salon-pl-fv23-dealer-zasada-ID6H3o9y.html,169 900,2023,18 797 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-250e-shooting-brake-8g-dct-ID6H8mNW.html,112 155,2020,22 280 km,Mercedes-Benz CLA 250 E 8G-DCT,Hybryda Plug-in,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-polroczny-radary-ID6GONvY.html,158 400,2024,18 000 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-220d-shooting-brake-pakiet-amg-premium-fv-23-ID6GAZy9.html,144 900,2021,105 140 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-fv23-polski-salon-ID6Hb9EV.html,208 900,2024,6 057 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-wyjatkowy-pakiet-amg-line-wersja-us-2-0-turbo-221-km-ID6H8kU9.html,125 000,2023,41 000 km,Mercedes-Benz CLA 250 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-200-7g-dct-ID6H58Yt.html,135 000,2022,20 000 km,Mercedes-Benz CLA 200 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-250e-pakiet-amg-pakiet-night-fv-23-ID6H7fWN.html,134 900,2021,44 716 km,Mercedes-Benz CLA,Hybryda,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-45s-salon-polska-bezwypadkowy-421-km-fv-23-ID6H8kP9.html,249 900,2022,32 313 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-autotorino-warszawa-cla-200-amg-line-ID6GAoJC.html,226 576,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-shooting-brake-7g-dct-amg-line-salon-pl-fv-23-ID6H7dXs.html,169 900,2023,14 377 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-sb-pakiet-amg-nowy-2024-ID6Gz9QY.html,202 783,2024,10 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-coupe-ID6GNHGH.html,203 802,2024,10 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-250e-ID6GnOoC.html,206 722,2023,11 900 km,Mercedes-Benz CLA,Hybryda,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-coup-amg-bogate-wyposazenie-rocznik-2025-ID6H9MKb.html,211 900,2025,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6GJDgj.html,159 900,2023,17 373 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla250-shooting-brake-aso-salon-polska-gwarancja-ID6GWLZB.html,164 900,2021,81 900 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-burmester-amg-night-keyless-go-mbux-ID6GQdpu.html,189 900,2021,75 750 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-amg-panorama-hak-premium-pakiet-vat-23-ID6H8kjs.html,149 900,2022,32 900 km,Mercedes-Benz CLA 200 Shooting Brake 7G-DCT AMG Line,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-7g-dct-dostepny-od-reki-ID6H1BkC.html,201 026,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-amg-shooting-brake-7g-tronic-salon-polska-ID6H8jWv.html,184 900,2023,21 576 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-polski-salon-2023r-jak-nowy-13tkm-amg-line-ambiente-kamera-fv23-ID6H8jOb.html,132 000,2023,13 000 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-piekny-ambiente-kamera-virtual-keyless-znaki-line-assist-ID6H52Il.html,104 800,2020,149 000 km,Mercedes-Benz CLA 200 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-cla-250-4-matic-amg-line-7g-dct-shooting-brake-ID6GQrav.html,155 900,2020,40 300 km,Mercedes-Benz CLA 250 4-Matic AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-35amg-4m-demo-premium-night-kamera-mbux-pg24-salon-pl-fv23-ID6Hb6BQ.html,249 900,2023,6 600 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-salon-polska-fv23-ID6GTNZd.html,149 900,2024,11 480 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-pakiet-amg-ppf-czarny-dach-pakiet-night-ID6H8dGF.html,199 900,2024,17 400 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-amg-line-demonstracyjny-ID6GGsnV.html,184 900,2023,3 000 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6GExAu.html,182 900,2023,31 505 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-oferta-dealera-salonpl-bezwypadkowy-aso-gwarancja-1wl-amg-night-vat23-ID6H6bOf.html,175 000,2024,36 806 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla220-4matic-amg-advanced-plus-ID6H9KhA.html,185 200,2023,19 800 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-mb-motors-janki-rabat-specjalny-26000-ID6H8i55.html,206 900,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-163km-dostepny-od-reki-ID6H5lpN.html,196 540,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-mb-motors-janki-ID6GB4Sk.html,210 499,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6Hb5iY.html,139 900,2022,29 480 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-fv23-gwarancja-serwisowa-94-227-netto-ID6Hb4LL.html,115 899,2020,59 889 km,Mercedes-Benz CLA 200 d 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-amg-line-pakiet-night-multibeam-led-faktura-vat23-ID6Hb4Hu.html,189 900,2024,9 265 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-progressive-salon-polska-fv23-certified-ID6H1AqE.html,149 900,2024,7 900 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-fv23-2024-pakiet-amg-gwarancja-niski-przebieg-premium-plus-ID6GZNQQ.html,194 900,2024,12 354 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H8ghR.html,227 900,2023,24 008 km,Mercedes-Benz CLA,Hybryda,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla200-amg-line-multibeam-led-kamera-cofania-ambiente-keyless-fv-ID6Hb3aI.html,184 900,2023,6 900 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-pakiet-amg-kamera-cofania-led-fv23-ID6GN2TN.html,169 900,2023,15 386 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-amg-od-dealera-fv23-mercedes-benz-certified-ID6GPxwH.html,178 900,2023,10 600 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla45-shooting-brake-stan-idealny-ID6H8fpY.html,285 900,2020,18 000 km,Mercedes-Benz CLA AMG 45 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-35-4matic-shooting-brake-mb-motors-piaseczno-ID6H694D.html,270 199,2024,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6Hb1Ww.html,112 900,2020,176 000 km,Mercedes-Benz CLA 200 d 4-Matic AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-1-5cdi-115km-klima-temp-voice-assistant-full-led-blis-kamera-panorama-ID6H1oOS.html,63 900,2020,203 004 km,Mercedes-Benz CLA,Diesel,Manualna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-amg-7g-tronic-dct-163-km-demo-salon-polska-ID6GuEX0.html,199 900,2023,13 000 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-250-e-amg-shooting-brake-8g-tronic-salon-polska-ID6GJyai.html,164 900,2022,44 528 km,Mercedes-Benz CLA 250 E AMG Line 8G-DCT,Hybryda Plug-in,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-stylizacja-amg-kamera-cofania-keyless-go-ID6H5wSh.html,184 422,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-shooting-brake-rocznik-2025-ID6H68Ks.html,217 900,2025,5 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
