link,price,year,mileage,title,fuel_type,gearbox,isPrivateSeller
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-amg-lifting-keyless-night-pl-fv23-ID6H5MRE.html,179 900,2024,18 874 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-amg-lifting-nowy-model-od-reki-martwe-pole-panorama-fv23-ID6H5MPY.html,169 900,2023,20 146 km,Mercedes-Benz CLA 200 4-Matic AMG Line 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-pl-aso-1wlasciciel-webasto-aktywne-zawieszenie-burmester-ID6H04Mx.html,161 000,2020,85 000 km,Mercedes-Benz CLA AMG 35 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-4x4-2-0-224-km-amg-line-night-pakiet-2020r-warszawa-ID6FU5Xu.html,154 999,2020,59 000 km,Mercedes-Benz CLA 250 4-Matic AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-45s-amg-4matic-cesja-bez-odstepnego-ID6GXmvO.html,258 672,2022,34 200 km,Mercedes-Benz CLA AMG 45 S 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200d-pakiet-amg-23-24-fv-23-ID6H6Ibs.html,189 900,2023,10 180 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-pl-kamera-cofania-1-wlasciciel-fv-23-gwarancja-dostawa-ID6H6I7b.html,128 900,2022,46 442 km,Mercedes-Benz CLA 180 7G-DCT,Benzyna,Automatyczna,TRUE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-cla-200-amg-line-salon-polska-fv23-bezwypadkowy-ID6H5Lnh.html,189 900,2024,25 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-dostepny-od-reki-ID6GSqJ3.html,202 850,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-auta-premium-borowiec-gwarancja-6-mc-ID6GEC5Z.html,144 987,2021,25 000 km,Mercedes-Benz CLA 180 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-421-km-f-vat-23-1-wl-salon-pl-serwis-aso-lodz-ID6H84Mm.html,242 900,2020,54 100 km,Mercedes-Benz CLA AMG 45 S 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-salon-polska-1-wlasciciel-serwis-aso-automat-vat-23-skora-ID6H6FhR.html,129 498,2021,32 037 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-cla-45s-amg-cesja-leasingu-ID6GT1fg.html,210 791,2021,92 000 km,Mercedes-Benz CLA AMG 45 S 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-220-4matic-amg-line-7g-dct-ID6GGOXc.html,142 750,2020,110 000 km,Mercedes-Benz CLA 220 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-pierwszy-wlasciciel-auto-salon-polska-aktywna-gwarancja-producenta-ID6H5FR9.html,145 000,2022,54 215 km,Mercedes-Benz CLA 200 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-pierwszy-wlasciciel-bezwypadkowy-bogate-wyposazenie-fv23-ID6GXype.html,175 900,2023,5 000 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-amg-shooting-brake-fv-23-ID6H7hIc.html,129 150,2020,84 000 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-pl-gwarancja-fotele-amg-performance-advanced-fv23-ID6GRE3L.html,265 000,2021,38 513 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-2020r-cla-180d-manual-full-led-digital-oplacony-ID6H6jVU.html,68 900,2020,160 000 km,Mercedes-Benz CLA 180 d Shooting Brake Edition 2020,Diesel,Manualna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H4tpS.html,259 000,2020,57 000 km,Mercedes-Benz CLA AMG 45 S 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-sprzedam-ID6G7RtO.html,124 900,2021,52 000 km,Mercedes-Benz CLA 180 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-2020-cla-200-salon-polska-tylko-cesja-leasingu-okazja-ID6HaIea.html,127 900,2020,66 989 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-amg-czerwien-night-wyprzedaz-rocznika-2024-mb-motors-pzn-ID6GKD9A.html,204 900,2024,10 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-i-wlasciciel-amg-35-gwarancja-ID6Haxkq.html,199 000,2021,37 000 km,Mercedes-Benz CLA AMG 35 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-serwis-aso-folia-ppf-pierwszy-wlasciciel-vat-23-ID6H88xp.html,249 900,2022,39 411 km,Mercedes-Benz CLA AMG 45 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-cla-220d-4-matic-190km-pakiet-amg-line-fv23-gw-fabryczna-ID6HaGT8.html,164 900,2022,39 000 km,Mercedes-Benz CLA 220 d 4-Matic AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla250e-plug-in-od-dealera-z-polskiego-salonu-amg-line-pakiet-night-ID6H4F5F.html,149 900,2022,26 700 km,Mercedes-Benz CLA,Hybryda Plug-in,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-coupe-ID6HaGI4.html,207 803,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200-coupe-ID6HaGs6.html,206 900,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-progressive-bezwypadkowy-panorama-skora-automat-multibeam-led-18-ID6HaDXg.html,119 900,2022,92 008 km,Mercedes-Benz CLA 180 Shooting Brake 7G-DCT Progressive Line Advanced,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-pakiet-amg-premium-plus-faktura-vat-23-emil-frey-select-ID6H5z8S.html,199 900,2024,17 000 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-cla-z-fabryczna-gwarancja-do-2026r-fv23-amg-line-automat-ID6GeVUJ.html,149 000,2021,40 000 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-2xamg-gwarancja-salon-pl-vat23-ID6H6iRP.html,95 500,2021,99 000 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-drugi-wlasciciel-pierwszy-wlasciciel-mercedes-ID6H6nq4.html,149 000,2023,28 557 km,Mercedes-Benz CLA 180 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-7g-dct-dostepny-od-reki-ID6H0LmN.html,193 931,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-7g-dct-dostepny-od-reki-ID6H0Lmw.html,193 931,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-7g-dct-dostepny-od-reki-ID6H0LlW.html,193 931,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200d-coupe-8g-dct-dostepny-od-reki-ID6H0Pdw.html,195 102,2024,1 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-shooting-brake-7g-dct-dostepny-od-reki-ID6H0Ll2.html,211 639,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-shooting-brake-7g-dct-dostepny-od-reki-ID6H0Leg.html,209 526,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-7g-dct-dostepny-od-reki-ID6H0LdD.html,221 426,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-asystent-martwego-pola-dostepny-od-reki-ID6H989T.html,204 603,2024,5 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-premium-night-kamera-360-system-bezkluczykowy-ID6H3rk7.html,211 219,2024,5 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-premium-elektryczne-fotele-kamera-360-ID6H3rg3.html,209 098,2024,5 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg-premium-multibeam-led-kamera-360-ID6H3r4B.html,203 661,2024,5 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200shootingbrake-multibeam-stylizacja-amg-keylessgo-salon-mercedes-ID6GExam.html,169 900,2023,19 500 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6GSibX.html,238 167,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla200-amg-line-od-dealera-z-polskiego-salonu-fv23-gwarancja-ID6H5vNr.html,184 900,2024,20 200 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-250-e-stylizacja-amg-multibeam-swiatla-plug-in-keylessgo-ID6GEx0m.html,199 900,2023,25 000 km,Mercedes-Benz CLA,Hybryda,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-7g-dct-dostepny-od-reki-ID6HaD6Q.html,193 931,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-shooting-brake-7g-dct-dostepny-od-reki-ID6HaD62.html,179 999,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-7g-dct-dostepny-od-reki-ID6HaD6C.html,193 931,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-polska-fv23-gwarancja-serwisowa-amg-line-73169-netto-ID6H5v7f.html,89 998,2021,199 997 km,Mercedes-Benz CLA,Diesel,Manualna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-220d-amg-panorama-night-premium-plus-salon-pl-fv23-bezwypadek-ID6HaD3o.html,139 900,2020,70 059 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-250-4m-progressive-panorama-burmaster-multibeam-pg-salonpl-fv23-ID6HaD1L.html,214 900,2023,25 600 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-7g-dct-dostepny-od-reki-ID6HaCSw.html,177 700,2024,1 km,Mercedes-Benz CLA 200 Progressive 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-45s-amg-4-matic-ID6GqDAl.html,239 900,2021,19 000 km,Mercedes-Benz CLA AMG 45 S 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-180-shooting-brake-night-edition-2021r-pakiet-amg-ID6H83z0.html,85 900,2021,218 000 km,Mercedes-Benz CLA,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-fv23-multibeam-carplay-ambiente-night-keyless-go-ID6GYggW.html,184 900,2023,20 100 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-180-sobieslaw-zasada-automotive-fv-23-certified-coupe-ID6GXeHs.html,149 900,2023,20 567 km,Mercedes-Benz CLA 180 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-fv23-kamera-360-tempomat-led-keyless-go-ID6GEwU7.html,189 900,2023,45 130 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-stylizacja-amg-head-up-kamera-360-fotele-amg-performance-ID6HaBEO.html,293 204,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-cla-amg-45-s-pierwszy-wlasciciel-2023r-ID6G7dbf.html,289 000,2023,25 396 km,Mercedes-Benz CLA AMG 45 S 4-Matic 8G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-stylizacja-amg-kamera-cofania-keyless-go-ID6HaBCF.html,184 422,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-kamera-cofania-keyless-go-stylizacja-amg-ID6HaBC9.html,188 812,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-stylizacja-amg-keyless-go-pakiet-night-ID6HaBBn.html,183 191,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-linia-amg-keyless-go-pakiet-night-apple-carplay-ID6HaBzc.html,187 714,2024,4 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-stylizacja-amg-keyless-go-kamera-cofania-thermatic-ID6HaBzX.html,186 397,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-fv23-carplay-kamera-cofania-keyless-go-ambiente-led-ID6GDEIG.html,169 900,2022,50 450 km,Mercedes-Benz CLA 250 E AMG Line 8G-DCT,Hybryda Plug-in,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-220d-4-matic-fv23-salon-pl-i-wl-ID6HaBiv.html,149 900,2022,68 064 km,Mercedes-Benz CLA 220 d 4-Matic AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-cla-amg-35-cesja-leasingu-ID6HaAEx.html,140 000,2023,35 774 km,Mercedes-Benz CLA AMG 35 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-220-4-matic-amg-premium-plus-ID6H4rz7.html,215 000,2024,12 200 km,Mercedes-Benz CLA 220 4-Matic AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-coupe-163km-dostepny-od-reki-ID6H1nSn.html,221 420,2024,1 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6HazK2.html,149 000,2022,45 147 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6HazIq.html,139 900,2022,29 480 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-pakiet-amg-ambiente-kamera-cofania-faktura-vat23-ID6Haxny.html,169 900,2024,13 295 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-pakiet-amg-premium-plus-panorama-faktura-vat-23-emil-frey-select-ID6Haxn5.html,189 900,2024,9 000 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-salon-polska-serwis-aso-automat-vat-23-skora-navi-ID6H7ITe.html,137 998,2022,24 718 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salon-fv23-gwarancja-serwisowa-81-300-netto-ID6Haw3g.html,99 999,2020,109 578 km,Mercedes-Benz CLA 180 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-autotorino-warszawa-cla-200-coupe-amg-line-premium-plus-ID6H3qxp.html,226 576,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-180-amg-line-spectral-night-wyprzedaz-rocznika-2024-mb-motors-ID6GX8wF.html,185 900,2024,10 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-200-dostepny-od-reki-ID6H4Ty9.html,197 615,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-250-224km-4matic-amg-salon-polska-kamera-360-panorama-multibem-led-ID6HaqW6.html,179 900,2020,59 500 km,Mercedes-Benz CLA 250 4-Matic AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-cla-200d-amg-line-ID6H6cJM.html,152 000,2022,72 700 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-kamera-cofania-keyless-go-stylizacja-amg-ID6H4YD6.html,188 812,2024,1 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-200-shooting-brake-amg-night-kamera-led-mbux-ID6GZ9TO.html,154 900,2022,45 050 km,Mercedes-Benz CLA 200 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-amgkamerarecaroalcantarael-klapalineassistaccbezwypadkowy-ID6H67Wc.html,93 700,2020,170 000 km,Mercedes-Benz CLA 180 d Shooting Brake 7G-DCT AMG Line,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-cla-250-4-matic-amg-line-7g-dct-ID6H3eyP.html,203 900,2022,26 000 km,Mercedes-Benz CLA 250 4-Matic AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla35-amg-4matic-ID6GoKXw.html,249 900,2022,35 000 km,Mercedes-Benz CLA AMG 35 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-cesja-leasing-niska-rata-ID6H66je.html,126 690,2022,98 000 km,Mercedes-Benz CLA,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-shooting-brake-bezwypadkowy-niski-przebieg-krajowy-ID6HaaC9.html,93 000,2020,90 100 km,Mercedes-Benz CLA,Diesel,Manualna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-250-4-matic-amg-ID6H7LQq.html,155 000,2022,57 436 km,Mercedes-Benz CLA 250 4-Matic AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-pierwszy-wlasciciel-stan-idealny-salon-polska-vat-23-ID6H7LvE.html,185 000,2020,89 000 km,Mercedes-Benz CLA AMG 35 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-benz-cla-200d-shooting-brake-amg-line-ID6H6MDn.html,149 000,2020,40 500 km,Mercedes-Benz CLA 200 d AMG Line 8G-DCT,Diesel,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-ID6H14ej.html,204 000,2022,46 181 km,Mercedes-Benz CLA AMG 35 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-amg35-5-lat-gwarancji-fabrycznej-pierwszy-wlasciciel-salon-polska-ID6H7Ixa.html,189 000,2022,49 900 km,Mercedes-Benz CLA AMG 35 4-Matic 7G-DCT,Benzyna,Automatyczna,FALSE
https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-salonpl-top-opcja-webasto-aktywny-tempomat-gwarancja-do-09-2027-fv23-ID6H5Wt9.html,169 900,2022,36 000 km,Mercedes-Benz CLA 250 AMG Line 7G-DCT,Benzyna,Automatyczna,FALSE
